WKT,name,description
"POLYGON ((106.7982565 -6.2145851, 106.7982994 -6.2206005, 106.7986427 -6.2208992, 106.803063 -6.2227763, 106.8037496 -6.2236296, 106.8048654 -6.2249094, 106.8089853 -6.222307, 106.8085132 -6.2215391, 106.8081699 -6.2158649, 106.8063675 -6.215481, 106.8064533 -6.2135185, 106.8060241 -6.2126225, 106.8038355 -6.2131345, 106.8018613 -6.2136891, 106.7982565 -6.2145851))",GBK,
