WKT,name,description
"POLYGON ((106.8162686 -6.3050336, 106.8161828 -6.3059294, 106.8169123 -6.3072091, 106.8165261 -6.3080622, 106.8158824 -6.3081048, 106.8156249 -6.3098537, 106.8163115 -6.3106642, 106.817599 -6.3104935, 106.8177706 -6.3148017, 106.8166977 -6.3152283, 106.8163544 -6.3159534, 106.8185431 -6.3164653, 106.8194443 -6.3173184, 106.8247658 -6.3178302, 106.8259675 -6.3113893, 106.8268258 -6.3115173, 106.827212 -6.3087447, 106.8247229 -6.3083181, 106.82468 -6.3065692, 106.8246371 -6.306228, 106.8229634 -6.3063986, 106.8223626 -6.3066972, 106.820603 -6.3065266, 106.8203455 -6.3055882, 106.8162686 -6.3050336))",Kebun binatang Ragunan,
